,To_0,To_1,To_2,To_3,To_4,To_5,To_6,To_7,To_8,To_9,To_10,To_11,To_12,To_13,To_14,To_15,To_16,To_17,To_18,To_19,To_20,To_21,To_22,To_23,To_24,To_25,To_26,To_27,To_28,To_29,To_30,To_31,To_32,To_33,To_34,To_35,To_36,To_37,To_38,To_39,To_40,To_41,To_42,To_43,To_44,To_45,To_46,To_47,To_48,To_49,To_50,To_51,To_52,To_53,To_54,To_55,To_56,To_57,To_58,To_59,To_60,To_61,To_62,To_63,To_64,To_65,To_66,To_67,To_68,To_69,To_70,To_71,To_72,To_73,To_74,To_75,To_76,To_77,To_78,To_79,To_80,To_81,To_82,To_83,To_84,To_85,To_86,To_87,To_88,To_89
From_72,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,4,8,5,21,2,3,1,0,0,0,0,7,2,3,28,6,1,0,0,0,6,0,0,10,5,4,1,0,0,2,0,2,4,1,22,2,6,3,36,1,0,4,1,2,1,1,0,6,0,9,4,22,8,103,12,12,48,2,3,40,0,46,6,2,4,5,0,20,1,0,0
From_73,0,0,0,0,0,5,0,2,1,1,1,5,1,0,3,0,0,0,0,0,1,6,10,1,1,0,0,0,0,0,4,0,5,6,0,1,0,1,0,0,1,0,9,1,0,0,1,0,0,0,5,2,1,54,1,19,0,17,0,0,1,0,9,0,1,0,0,1,13,0,2,0,10,41,5,4,0,6,3,0,12,1,0,0,0,0,5,0,0,0
From_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,7,2,3,2,0,0,2,0,7,0,0,0,1,0,4,0,0,0
From_75,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,5,3,1,7,4,5,0,1,0,0,0,0,0,1,0,0,0,2,11,0,1,3,29,8,3,23,0,1,8,0,23,1,1,0,0,0,4,0,0,0
From_76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,6,0,0,3,0,0,1,4,0,4,0,0,0
From_77,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,7,1,5,1,0,2,0,18,0,0,8,0,0,2,5,0,6,0,0,0
From_78,0,0,0,0,0,3,0,0,0,0,0,5,0,1,1,0,0,0,0,1,2,4,3,0,0,1,0,0,0,0,2,3,0,14,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,2,0,2,1,6,0,4,1,0,1,1,0,0,0,0,0,3,3,0,4,4,27,7,0,5,0,0,32,0,6,0,5,0,0,0,3,0,0,0
From_79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From_80,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,8,53,17,7,0,0,1,0,0,0,2,11,7,5,3,1,3,0,2,0,3,0,0,5,0,1,0,1,0,1,2,8,6,7,63,2,2,1,17,0,0,1,4,0,0,0,0,0,1,8,1,78,12,45,7,4,13,1,13,12,0,133,1,2,10,3,3,41,1,0,0
From_81,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,2,1,7,0,1,0,0,0,2,0,3,1,0,0,1,0,2,0,0,5,0,0,0,1,5,0,0,0,1,2,1,1,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,5,0,23,2,9,4,0,0,6,1,1,0,2,5,27,0,2,0,10,0,0,0
From_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,1,0,1,3,0,0,0,0,14,1,0,1,1,1,0,0,0,0,0,2,0,0,2,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,1,1,3,0,1,0,1,29,17,2,7,0,35,0,0,0
From_83,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,6,0,0,0,0,3,0,0,0,0,1,3,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,0,20,1,0,0,0,0,0,0,0,0,0,3,3,7,0,11,1,0,2,2,0,0,0,6,1,1,13,11,0,9,0,0,0
From_84,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,1,2,0,0,0,0,0,16,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,1,1,17,1,0,0,1,0,0,0,0,0,0,7,0,1,0,12,22,0,0,0,6,0,0,2,34,0,4,70,0,5,0,0,0
From_85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
From_86,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,21,11,7,0,0,0,0,0,0,0,13,2,1,4,10,1,0,0,0,21,0,0,1,1,0,0,0,0,2,0,3,2,1,21,4,16,0,21,0,0,0,2,4,0,3,1,0,0,9,5,28,1,25,4,6,3,5,2,4,0,36,4,14,21,5,2,70,4,0,0
From_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,4,1,0,0
From_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0
From_89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
